title,authors,language_code,num_pages,category
The Hero and the Crown (Damar  #2),Robin McKinley,eng,227.0,medium
Hitty  Her First Hundred Years,Rachel Field/Dorothy P. Lathrop,eng,256.0,medium
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,eng,112.0,short
Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,eng,75.0,short
A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,eng,238.0,medium
Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,eng,356.0,medium
Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,eng,120.0,short
A Green Desire,Anton Myrer/Alastair Westgarth,en-US,576.0,large
The Big War,Anton Myrer,en-US,512.0,large
I Heard That Song Before,Mary Higgins Clark,eng,318.0,medium
Santa Cruise: A Holiday Mystery at Sea,Mary Higgins Clark/Carol Higgins Clark,eng,261.0,medium
No Place Like Home,Mary Higgins Clark,eng,472.0,large
Ghost Ship: A Cape Cod Story,Mary Higgins Clark/Wendell Minor,eng,32.0,short
Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,eng,292.0,medium
On the Street Where You Live,Mary Higgins Clark/Karin Dufner,eng,387.0,medium
Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,eng,256.0,medium
Nighttime Is My Time,Mary Higgins Clark,eng,434.0,large
Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,eng,352.0,medium
Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,eng,221.0,medium
Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,eng,494.0,large
How to Stop Worrying and Start Living,Dale Carnegie,eng,293.0,medium
Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,eng,230.0,medium
How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,eng,256.0,medium
The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie/Gordon Hutner,eng,336.0,medium
Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,eng,551.0,large
A Fan's Notes,Frederick Exley/Jonathan Yardley,eng,425.0,large
My Soul to Keep (African Immortals  #1),Tananarive Due,eng,346.0,medium
Joplin's Ghost,Tananarive Due,eng,496.0,large
The Living Blood (African Immortals  #2),Tananarive Due,en-US,515.0,large
The Good House,Tananarive Due,eng,597.0,large
The Prestige,Christopher Priest,eng,368.0,medium
The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,eng,512.0,large
The Stones of Summer,Dow Mossman,eng,586.0,large
The Summer House,Jean Stone,eng,352.0,medium
Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,eng,12.0,short
The Handmaid's Tale,Margaret Atwood,eng,368.0,medium
The BFG: A Set of Plays,Roald Dahl/David Wood,eng,128.0,short
Science Notebooks: Writing about Inquiry,Lori Fulton/Brian Campbell/Linda Gregg,eng,112.0,short
Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,eng,247.0,medium
The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,en-US,62.0,short
Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,eng,384.0,medium
The Non-Designer's Web Book,Robin P. Williams/John Tollett,en-US,335.0,medium
Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,en-US,426.0,large
Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,eng,48.0,short
Chicken Trek,Stephen Manes,eng,128.0,short
Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,eng,87.0,short
Slim Down Camp,Stephen Manes,eng,176.0,short
The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,eng,10.0,short
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,eng,368.0,medium
The Devil in the Junior League,Linda Francis Lee,eng,336.0,medium
Prom Anonymous,Blake Nelson,eng,262.0,medium
The New Rules of High School,Blake Nelson,en-US,224.0,medium
Cool Girl,Blake Nelson/Hans Schumacher,ger,298.0,medium
They Came from Below,Blake Nelson,eng,299.0,medium
User,Blake Nelson,eng,255.0,medium
Exile,Blake Nelson/Francine Kass,en-US,288.0,medium
Girl (Girl  #1),Blake Nelson,en-US,252.0,medium
My Side of the Mountain (Mountain  #1),Jean Craighead George,eng,192.0,short
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,eng,176.0,short
The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,eng,335.0,medium
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,eng,368.0,medium
Human Croquet,Kate Atkinson,eng,352.0,medium
The Key to Rebecca,Ken Follett/Arto Häilä,eng,352.0,medium
Paper Money,Ken Follett,eng,286.0,medium
Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,eng,373.0,medium
Dragon (Dirk Pitt  #10),Clive Cussler,en-US,602.0,large
Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,eng,357.0,medium
Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,eng,639.0,large
Cyclops (Dirk Pitt  #8),Clive Cussler,eng,473.0,large
Deep Six (Dirk Pitt  #7),Clive Cussler,en-US,535.0,large
Polar Shift (NUMA Files  #6),Clive Cussler/Paul Kemprecos,eng,504.0,large
Vixen 03 (Dirk Pitt  #5),Clive Cussler,eng,384.0,medium
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,eng,391.0,medium
The Navigator (NUMA Files  #7),Clive Cussler/Paul Kemprecos,en-US,437.0,large
Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,eng,527.0,large
Shock Wave (Dirk Pitt  #13),Clive Cussler,eng,537.0,large
Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,eng,545.0,large
Atlantis Found (Dirk Pitt  #15),Clive Cussler,eng,530.0,large
Muerte Blanca,Clive Cussler/Paul Kemprecos,spa,421.0,large
Iceberg (Dirk Pitt  #3),Clive Cussler,eng,340.0,medium
Fire Ice (NUMA Files  #3),Clive Cussler/Paul Kemprecos,en-US,434.0,large
Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,en-US,515.0,large
The Sea Hunters II (The Sea Hunters  #2),Clive Cussler/Craig Dirgo,en-US,464.0,large
The Sea Hunters (The Sea Hunters #1),Clive Cussler/Craig Dirgo,en-US,432.0,large
La Ciudad Perdida (NUMA Files  #5),Clive Cussler/Paul Kemprecos,spa,432.0,large
Sahara (Dirk Pitt  #11),Clive Cussler,spa,400.0,medium
Clive Cussler and Dirk Pitt Revealed,Clive Cussler/Craig Dirgo,eng,544.0,large
Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,eng,80.0,short
Billy Budd  Sailor,Herman Melville,eng,96.0,short
Billy Budd  Sailor,Herman Melville,eng,127.0,short
Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 13,Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising,eng,1016.0,large
Billy Budd  marin,Herman Melville,fre,182.0,short
The Elections of 2004,Michael Nelson,eng,213.0,medium
Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,eng,176.0,short
Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,eng,176.0,short
Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,eng,176.0,short
Mike Nelson's Death Rat!,Michael J. Nelson,eng,336.0,medium
Joel on Software,Joel Spolsky,eng,384.0,medium
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,eng,272.0,medium
I  Robot (Robot  #0.1),Isaac Asimov,eng,224.0,medium
I  Robot: The Illustrated Screenplay,Harlan Ellison,eng,288.0,medium
The Robots of Dawn (Robot #3),Isaac Asimov,eng,435.0,large
I. Asimov,Isaac Asimov,eng,578.0,large
Asimov's New Guide to Science,Isaac Asimov,eng,896.0,large
Pebble in the Sky (Galactic Empire #3),Isaac Asimov,eng,308.0,medium
The Gods Themselves,Isaac Asimov,eng,288.0,medium
The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,eng,304.0,medium
The Currents of Space (Galactic Empire  #2),Isaac Asimov,eng,192.0,short
Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,eng,416.0,large
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,eng,677.0,large
100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,eng,395.0,medium
Rock Star Superstar,Blake Nelson,en-US,229.0,medium
Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,en-US,1327.0,large
John  Paul  George & Ben,Lane Smith,eng,40.0,short
Evolution and the Theory of Games,John Maynard Smith,eng,234.0,medium
The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,eng,192.0,short
American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,eng,224.0,medium
Twilight (Twilight  #1),Stephenie Meyer,eng,501.0,large
Sense and Sensibility,Jane Austen,eng,325.0,medium
Uncle Shelby's ABZ Book,Shel Silverstein,eng,80.0,short
Who Wants a Cheap Rhinoceros?,Shel Silverstein,eng,64.0,short
Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,eng,128.0,short
J.K. Rowling - A Biography,Sean Smith,eng,248.0,medium
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,ger,304.0,medium
Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,ger,351.0,medium
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling/Rufus Beck,ger,13.0,short
Harry Potter ve Sırlar Odası (Harry Potter  #2),J.K. Rowling/Sevin Okyay,tur,403.0,large
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,ger,448.0,large
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,eng,323.0,medium
Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,en-US,784.0,large
Spring Music,Elvi Rhodes,eng,464.0,large
Scarlet Feather,Maeve Binchy,eng,549.0,large
The Lilac Bus,Maeve Binchy,eng,196.0,short
Light a Penny Candle,Maeve Binchy,eng,832.0,large
Evening Class,Maeve Binchy,en-GB,528.0,large
Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,eng,722.0,large
Nos rêves de Castelbay,Maeve Binchy,fre,434.0,large
Les Saveurs de la vie,Maeve Binchy,fre,893.0,large
Kiss,Jill Mansell,eng,512.0,large
Solo,Jill Mansell,eng,421.0,large
Two's Company,Jill Mansell,eng,448.0,large
Open House,Jill Mansell,en-US,448.0,large
The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,eng,640.0,large
Falling for You,Jill Mansell,eng,448.0,large
Millie's Fling,Jill Mansell,en-GB,512.0,large
Sheer Mischief,Jill Mansell,eng,504.0,large
Head Over Heels,Jill Mansell,en-US,448.0,large
Mixed Doubles,Jill Mansell,en-GB,416.0,large
Méli-mélo,Jill Mansell,fre,381.0,medium
Seven Sunny Days,Chris Manby,eng,352.0,medium
Girl Meets Ape,Chris Manby,eng,406.0,large
Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,en-GB,586.0,large
Tales from Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,eng,288.0,medium
Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,eng,488.0,large
Love Poems and Sonnets,William Shakespeare,eng,160.0,short
Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce/David Allen White,eng,752.0,large
The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,eng,164.0,short
Shakespeare's Secret,Elise Broach,eng,256.0,medium
The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,eng,624.0,large
The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,eng,1347.0,large
Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin/Austin Tichenor,en-US,256.0,medium
The Cat Who Knew Shakespeare (Cat Who...  #7),Lilian Jackson Braun,eng,208.0,medium
The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,eng,224.0,medium
Richard III,William Shakespeare/Barbara A. Mowat/Paul Werstine,eng,369.0,medium
King Henry VI  Part 3,William Shakespeare/John D. Cox/Eric Rasmussen,eng,460.0,large
The Age Of Shakespeare,Frank Kermode,eng,208.0,medium
Ukraine,Sarah Johnstone,eng,216.0,medium
Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,eng,96.0,short
Outside the Dog Museum (Answered Prayers  #4),Jonathan Carroll,eng,267.0,medium
Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,eng,320.0,medium
The Land of Laughs,Jonathan Carroll,eng,253.0,medium
Sleeping in Flame (Answered Prayers  #2),Jonathan Carroll/Dave McKean,en-US,304.0,medium
Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,eng,224.0,medium
Kissing the Beehive (Crane's View  #1),Jonathan Carroll,eng,256.0,medium
Baby Proof,Emily Giffin,eng,340.0,medium
Something Blue (Darcy & Rachel  #2),Emily Giffin,en-US,338.0,medium
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,eng,322.0,medium
P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,eng,234.0,medium
P.S. Your Cat Is Dead,James Kirkwood Jr.,eng,218.0,medium
P.S. I Love You Three!,Lynda Milligan/Nancy J. Smith,eng,79.0,short
The Christmas Shoes (Christmas Hope #1),Donna VanLiere,eng,132.0,short
Burning The Map,Laura Caldwell,en-US,288.0,medium
iMovie 4 & iDVD: The Missing Manual: The Missing Manual,David Pogue,eng,496.0,large
The Icarus Agenda,Robert Ludlum,eng,836.0,large
Life Is a Dream,Pedro Calderón de la Barca,eng,96.0,short
Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,eng,298.0,medium
Life Is A Dream = La Vida Es Sueño,Pedro Calderón de la Barca/Stanley Appelbaum,eng,208.0,medium
Life Is a Dream,Pedro Calderón de la Barca/Gregary Racz,eng,160.0,short
Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller/Louise Fili,eng,336.0,medium
I Can Fly,Ruth Krauss/Mary Blair,eng,24.0,short
A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,eng,384.0,medium
The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren/Tony Ross,en-GB,378.0,medium
Astrid Lindgren: Storyteller to the World,Johanna Hurwitz/Michael Dooling,eng,64.0,short
Astrid Lindgren,Eva-Maria Metcalf,eng,157.0,short
The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,eng,212.0,medium
Arthur and the Lost Kingdoms,Alistair Moffat,eng,282.0,medium
God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,eng,416.0,large
The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,eng,288.0,medium
Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,eng,192.0,short
The Witch Family,Eleanor Estes/Edward Ardizzone,eng,240.0,medium
The Hundred Dresses,Eleanor Estes/Louis Slobodkin,eng,80.0,short
Theater Shoes,Noel Streatfeild/Diane Goode,en-US,252.0,medium
Gemma Alone (Gemma  #3),Noel Streatfeild,eng,150.0,short
When the Siren Wailed,Noel Streatfeild/Judith Gwyn Brown,en-US,157.0,short
The Caine Mutiny Court-Martial,Herman Wouk,eng,120.0,short
Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,eng,432.0,large
Midnight Riders: The Story of the Allman Brothers Band,Scott  Freeman,eng,343.0,medium
Babar's World Tour,Laurent de Brunhoff,en-US,48.0,short
The Easter Rabbit's Parade,Lois Lenski,eng,40.0,short
The Little Fire Engine,Lois Lenski,eng,56.0,short
Right Stuff  Wrong Sex: America's First Women in Space Program,Margaret A. Weitekamp,eng,256.0,medium
The Right Stuff (To Protect and Defend #3),Merline Lovelace,eng,256.0,medium
For Whom the Bell Tolls,Ernest Hemingway,eng,503.0,large
Cliffs Notes on Hemingway's The Sun Also Rises,Gary K. Carey,eng,80.0,short
Dune (Dune #1),Frank Herbert/Domingo Santos,spa,702.0,large
God Emperor of Dune (Dune Chronicles #4),Frank Herbert,eng,454.0,large
Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,en-US,494.0,large
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,eng,339.0,medium
Harm's Way,Elizabeth Stewart,eng,261.0,medium
Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,eng,132.0,short
I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,eng,56.0,short
Strawberry Girl,Lois Lenski,eng,208.0,medium
Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,eng,128.0,short
After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,eng,336.0,medium
Seize The Fire,Elda Minger,eng,249.0,medium
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,eng,480.0,large
We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,eng,535.0,large
We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,eng,528.0,large
Eisenhower: Soldier and President,Stephen E. Ambrose,eng,640.0,large
Dwight D. Eisenhower (The American Presidents  #34),Tom Wicker/Arthur M. Schlesinger Jr.,en-US,176.0,short
Crusade in Europe,Dwight D. Eisenhower,eng,559.0,large
Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad,Kenneth Osgood,eng,506.0,large
So Far from God: The U.S. War With Mexico  1846-1848,John S.D. Eisenhower,eng,464.0,large
Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,eng,368.0,medium
Eisenhower  Volume #2: The President,Stephen E. Ambrose,eng,749.0,large
The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,eng,400.0,medium
Bull Halsey,E.B. Potter,eng,440.0,large
The Water Babies,Charles Kingsley/W. Heath Robinson,eng,224.0,medium
Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,eng,10.0,short
Shoot the Piano Player,David Goodis,eng,158.0,short
CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,eng,64.0,short
Twelfth Night: Or What You Will,William Shakespeare/Elizabeth Story Donno/Penny Gay,eng,186.0,short
How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,eng,192.0,short
Black Like Me,John Howard Griffin,eng,208.0,medium
Men Are Like Waffles  Women Are Like Spaghetti,Bill Farrel/Pam Farrel,eng,253.0,medium
As You Like It,William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan,en-US,2.0,short
As You Like It,William Shakespeare,eng,263.0,medium
As You Like It,William Shakespeare/Juliet Dusinberre,eng,449.0,large
As You Like It (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,eng,256.0,medium
War of the Rats,David L. Robbins,eng,512.0,large
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,eng,495.0,large
Nimitz Class (Admiral Arnold Morgan  #1),Patrick Robinson,eng,528.0,large
Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,eng,256.0,medium
Thirst,Mary Oliver,eng,88.0,short
The Gilded Web (Web  #1),Mary Balogh,eng,480.0,large
Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,eng,562.0,large
Cold Mountain,Charles Frazier,eng,356.0,medium
Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin/Artem Drabkin,en-US,195.0,short
The Fall of Berlin 1945,Antony Beevor,eng,490.0,large
Paris: After the Liberation 1944-1949,Antony Beevor/Artemis Cooper,eng,464.0,large
Demon Angel (The Guardians  #1),Meljean Brook,eng,432.0,large
Mariel Hemingway's Healthy Living from the Inside Out: Every Woman's Guide to Real Beauty  Renewed Energy  and a Radiant Life,Mariel Hemingway,eng,288.0,medium
Hemingway vs. Fitzgerald,Scott Donaldson,eng,352.0,medium
The Haj,Leon Uris,eng,525.0,large
Mila 18,Leon Uris,eng,563.0,large
A God in Ruins,Leon Uris,eng,517.0,large
Battle Cry,Leon Uris,eng,694.0,large
The Angry Hills,Leon Uris,eng,245.0,medium
Exodus,Leon Uris,eng,608.0,large
Oh  Play That Thing,Roddy Doyle,en-US,384.0,medium
The Van (The Barrytown Trilogy  #3),Roddy Doyle,eng,320.0,medium
Fish & Chips (The Barrytown Trilogie  #3),Roddy Doyle/Renate Orth-Guttmann,ger,314.0,medium
The Giggler Treatment,Roddy Doyle/Brian Ajhar,en-GB,112.0,short
A Star Called Henry,Roddy Doyle,eng,342.0,medium
The Van,Roddy Doyle,eng,312.0,medium
Rover rettet Weihnachten.,Roddy Doyle/Brian Ajhar,ger,160.0,short
The Snapper,Roddy Doyle,ger,217.0,medium
Yeats Is Dead,Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly,eng,298.0,medium
The Fantastic Vampire: Studies in the Children of the Night: Selected Essays from the Eighteenth International Conference on the Fantastic in the Arts,James Craig Holte,eng,176.0,short
A Dracula Handbook,Elizabeth Russell Miller,eng,200.0,short
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy/Garrett Sutton/Robert T. Kiyosaki,eng,240.0,medium
Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,eng,384.0,medium
Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,eng,135.0,short
Winter Dreams (Sweet Dreams  #141),Barbara Conklin,eng,176.0,short
First  Last and Always (Sweet Dreams  #96),Barbara Conklin,eng,160.0,short
P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,eng,192.0,short
PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,en-US,79.0,short
Tales from Margaritaville,Jimmy Buffett,en-US,230.0,medium
A Pirate Looks at Fifty,Jimmy Buffett/Leona Nevler,eng,420.0,large
The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,eng,176.0,short
The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,eng,258.0,medium
Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,en-US,48.0,short
Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley/Barack Obama/Martin Luther King Jr.,eng,160.0,short
The Heart of a Leader,Kenneth H. Blanchard,en-US,162.0,short
Mission Possible,Kenneth H. Blanchard,eng,242.0,medium
Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,en-US,239.0,medium
The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard/Don Shula,en-US,128.0,short
Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,en-US,192.0,short
The Servant Leader,Kenneth H. Blanchard,eng,128.0,short
Down Under,Bill Bryson,eng,398.0,medium
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,eng,276.0,medium
Bizarre World,Bill  Bryson/Kathryn Lamb,eng,120.0,short
The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,en-US,268.0,medium
Bill Bryson: The Complete Notes,Bill Bryson,eng,544.0,large
Motel Blues,Bill Bryson/David B. Ellis,fre,399.0,medium
Journeys in English,Bill Bryson,eng,3.0,short
Una breve historia de casi todo,Bill Bryson/José Manuel Álvarez,spa,567.0,large
Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,eng,480.0,large
Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,eng,393.0,medium
Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,eng,448.0,large
All Things Wise and Wonderful,James Herriot,eng,448.0,large
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,eng,112.0,short
All Quiet on the Western Front,Erich Maria Remarque,en-GB,256.0,medium
The Nightingale's Song,Kathleen Eschenburg,eng,384.0,medium
Nightingale's Song,Kate Pennington,en-GB,219.0,medium
Gai-Jin (Asian Saga  #3),James Clavell,eng,1236.0,large
Whirlwind (Asian Saga  #6),James Clavell,eng,1231.0,large
Tai-Pan (Asian Saga  #2),James Clavell,eng,734.0,large
Escape: The Love Story from Whirlwind,James Clavell,eng,584.0,large
Alaska,James A. Michener,eng,868.0,large
The Drifters,James A. Michener,eng,768.0,large
Sayonara,James A. Michener,eng,208.0,medium
The Bridge at Andau,James A. Michener,en-US,288.0,medium
Caribbean,James A. Michener,eng,672.0,large
War and Remembrance (The Henry Family  #2),Herman Wouk,eng,1042.0,large
Don't Stop the Carnival,Herman Wouk,eng,416.0,large
The Hope (The Hope and the Glory  #1),Herman Wouk,eng,704.0,large
Youngblood Hawke,Herman Wouk,en-US,783.0,large
Aurora Dawn,Herman Wouk,en-US,288.0,medium
The Curious Incident of the Dog in the Night-Time,Mark Haddon,eng,6.0,short
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,eng,229.0,medium
Yellow Back Radio Broke-Down,Ishmael Reed,eng,177.0,short
Anthem,Ayn Rand,eng,256.0,medium
Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,eng,330.0,medium
White Fang,Jack London,eng,252.0,medium
The Call of the Wild  White Fang and Other Stories,Jack London,eng,400.0,medium
White Fang,Kathleen Olmstead/Jack London/Dan Andreasen/Arthur Pober,en-US,160.0,short
The Sea-Wolf and Selected Stories,Jack London/Ben Bova,eng,352.0,medium
The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,eng,304.0,medium
Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,eng,761.0,large
The Sea Wolf,Jack London,eng,425.0,large
Kilo Class (Admiral Arnold Morgan  #2),Patrick Robinson,eng,512.0,large
Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,eng,498.0,large
H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson/Sandler/David McCallum,eng,544.0,large
